review,sentiment
lhwayj satisfait tellement,positif
lkhidma machi 3jbni matkhasrouch flousscom,negatif
السيارة غزال شويية رائع جدا,positif
الطوموبيل طوب ولكن ناقصة,neutre
lproduit khaser chwya madiwch 3lih,negatif
الماكينة ما مزيانش و خاسرة,negatif
التليفون ضعيف ولكن طوب,neutre
المحل ناقصة ولكن ما كاينش بحالو,neutre
السروال خفيف ولكن ضعيفة,neutre
البيسي متوسط شوية,neutre
الحوايج عيانة ولكن زوين,neutre
lhwayj mzyan walakin d3if,neutre
had pc ghalia bzaf 3iyane bzaf,negatif
السيارة واعرة ولكن موسخ,neutre
pantalon ghalia bzaf perte d'argent,negatif
الطوموبيل ماشي خفيف ولكن عادي وصافي,neutre
هاد المحل زوين و بنينة,positif
had l'article satisfait chouiya lah i3tikom saha,positif
had lmahal machi horrible merci bzaf,positif
الكاسك طوب خودوه وانتوما هانيين,positif
pc horrible bzaaf,negatif
هاد المنتج ناقص و ما عجبنيش,negatif
tilifoun 3jebni 3jebni bzaf,positif
هاد الماكلة ماشي واعر,neutre
tilifoun makaynach bhalha bezzaf,positif
had tomobil khasra walakin bnin,neutre
الصباط كناصح بيه شويية تستاهل كل خير,positif
التوصيل حامضة ما كايستاهلش,negatif
lproduit nul o ghalia bzaf,negatif
livraison parfait ghir chriwh,positif
السروال غالي بزاف ولكن غزال,neutre
المنتج ناجح كاعma شكرا بزاف,positif
الطوموبيل بنينة ولكن موسخ,neutre
هاد المنتج غزال غير شوية الله يعطيك الصحة,positif
service sria3 walakin moussekh,neutre
toussil machi zwina walakin machi chi haja kbira,neutre
srioual ghalia bzaf walakin 3jbni,neutre
شكرا بزاف السروال بنين,positif
pc 3adia pour le prix ca va,neutre
الصباط خايبة ولكن سريع,neutre
casque fi lmotawassit vraiment,neutre
dacia makhedamch ga3ma,negatif
dacia machi wa3er perte d'argent,negatif
had lmakla bnin ghir chriwh,positif
الماكينة عيانة بزاف,negatif
البيسي خاسر ولكن طوب,neutre
pc correct fait le travail,neutre
الحوايج ندمت عليه شويية,negatif
srioual mtwsat machi chi haja kbira,neutre
had l'article kay9di lghard fait le job,neutre
had tomobil khedam mzyan bzaaf merci bzaf,positif
lproduit machi khatir fait le job,neutre
pantalon 3ayan o horrible,negatif
الخدمة ممتاز ديما,positif
tipo ghali bzaf o mazyanch,negatif
المنتج ناقص ما تشريوهش,negatif
dacia na9s chwiya walakin khedam ghi chwiya,neutre
had ssiara excellent o n9i,positif
srioual mezian bzaaf,positif
السلعة مزيانة ولكن ضعيف,neutre
هاد المنتج غالية ندمت عليه,negatif
nssa7 bih hadchi zwine,positif
تستاهل كل خير الماكينة واعرة,positif
الطوموبيل خدام مزيان ولكن ضعيفة,neutre
الكاسك غالي ولكن غزال,neutre
هاد الماكلة عجبني شويية,positif
ecouteurs zwin lah i3tikom saha,positif
casque na9s chwiya walakin khedam ghi chwiya,neutre
je recommande dacia wa3er,positif
الخدمة خايبة بزااف ندمت عليه,negatif
had pc machi ghali 3jebni bzaf,positif
المنتج موسخ بزااف,negatif
tilifoun machi ma3jbnich merci bzaf,positif
هاد الماكلة ضعيف ولكن زوين,neutre
السلعة عادي بزااف,neutre
t-shirt mzyan o mzyana,positif
الصباط مزيان و مزيانة,positif
lhwayj machi satisfait jamais de la vie,negatif
هاد التليفون عيان و عيان,negatif
السيارة زوين بزاف بزاف خودوه وانتوما هانيين,positif
had tilifoun sans plus machi chi haja kbira,neutre
had lproduit wa3er chira2 mzyan,positif
هاد التليفون زوينة رائع جدا,positif
casque kaytskhn bzaff da3a dial lweqt,negatif
pc moyen chwya,neutre
الطوموبيل ماشي كايعجبني توبة نعاود نشري,negatif
had sbat moussekh bzf ndemte 3lih,negatif
السلعة نقي ولكن حامض,neutre
المحل ماشي عجباتني ماتضيعوش فلوسكم فيه,negatif
الطوموبيل حامضة ولكن زوينة,neutre
الماكينة مزيانة ولكن حامض,neutre
السلعة رائع ولكن حامض,neutre
هاد الماكلة ثقيل و ناقص,negatif
هاد التليفون خاسرة و خايبة,negatif
الحوايج ماشي فشل الله يعطيك الصحة,positif
had sbat machi satisfait walakin machi chi haja kbira,neutre
had pc mousali chwiya bzaf,positif
lproduit machi top dial top walakin fait le job,neutre
السيارة ماشي خسارة الفلوس رائع جدا,positif
الله يعطيك الصحة الخدمة ما كاينش بحالو,positif
hadchi mazyanch chwiya ma3awdch,negatif
pc machi chi haja machi chi haja kbira,neutre
srioual normal pour le prix ca va,neutre
had pc nul 3iyane bzaf,negatif
service 3jbni je recommande,positif
lproduit moyenne pour le prix ca va,neutre
da3a dial lweqt had lmakla 3ayan,negatif
had l'app makanich chwya,negatif
lkhidma zwine walakin mazwinch,neutre
هاد التطبيق ماشي فشل الله يعطيك الصحة,positif
had tomobil moyenne vraiment,neutre
عجبني بزاف السلعة خدام مزيان,positif
dacia 3jbni,positif
هاد السلعة خاسر ولكن ما كاينش بحالو,neutre
never buy this casque ghalia bzaf,negatif
المنتج ما مزيانش و ما مزيانش,negatif
had sbat ghzal ga3ma,positif
خودوه وانتوما هانيين المنتج عجباتني,positif
had tilifoun kaytbloqua o 3ayan,negatif
الخدمة حامض ولكن غزالة,neutre
lhwayj moyenne fait le travail,neutre
الخدمة حامض ولكن سريع,neutre
هاد المحل كناصح بيه شوية,positif
had ssiara kay9di lghard chwiya,neutre
ندمت عليه الطوموبيل حامض,negatif
السروال ماشي زبل الله يعطيك الصحة,positif
lproduit khfif je recommande,positif
هاد التطبيق حامض و ندمت عليه,negatif
السيارة ماشي موسخ رائع جدا,positif
toussil kaytbloqua dima,negatif
livraison machi khayb machi chi haja kbira,neutre
had l'app 3adi 3adi machi chi haja,neutre
هاد التليفون خاسر ولكن مزيانة,neutre
هاد التليفون غزال غير شوية كنصح بيه,positif
السروال ماشي ناجح توبة نعاود نشري,negatif
t-shirt khasr walakin 3jebni,neutre
t-shirt mabghitch ma3awdch,negatif
الحوايج ماخداماش و حامض,negatif
السلعة خسارة الفلوس خسارة الفلوس,negatif
ما تشريوهش هاد المحل ما مزيانش,negatif
3iyane bzaf tilifoun nul,negatif
هاد الماكلة غالية شوية,negatif
ndemte 3lih had lmakla modir,negatif
dacia machi khedam mzn walakin pour le prix m9boul,neutre
الخدمة حامضة بزااف ما تشريوهش,negatif
hwayj mousali o n9i,positif
الصباط ما زوينش بزآف ماتضيعوش فلوسكم فيه,negatif
المحل ناقص شوية ولكن خدام على قد الجيب,neutre
ecouteurs modir walakin khfif,neutre
pantalon d3ifa o horrible,negatif
pantalon satisfait walakin kaytskhn,neutre
الطوموبيل زوينة و واعر,positif
ضياع الوقت والفلوس البيسي خايبة,negatif
هاد السلعة ماشي واعر ما كايستاهلش,negatif
تستاهل كل خير السروال مزيانة,positif
had lproduit khedam mzyan o mlih,positif
هاد التليفون ما زوينش ولكن واعر,neutre
recommande 100% dacia n9i,positif
الحوايج بنين بزااف خودوه وانتوما هانيين,positif
had lmahal mezyan o 3jebni,positif
tilifoun khaser walakin parfait,neutre
البيسي خايب شوية ندمت عليه,negatif
البيسي ناقصة شويية ما كايستاهلش,negatif
التوصيل نورمال ديما,neutre
had tilifoun zwine top bzaf,positif
had lmakla machi makaynach bhalha walakin fait le travail,neutre
السلعة ماشي khayb عادي وصافي,neutre
هاد التطبيق ناجح شوية,positif
الكاسك كايتبلوكا بزآف,negatif
had pc degoutant bezzaf,negatif
srioual 3ayana walakin mezian,neutre
خسارة الفلوس السلعة غالي بزاف,negatif
الماكينة واعر ولكن ثقيل,neutre
الحوايج ماشي زوين ماشي شي حاجة كبيرة,neutre
lkhidma excellent recommande 100%,positif
عجبني بزاف التليفون غزالة,positif
البيسي ثقيلة خسارة الفلوس,negatif
الحوايج كايتبلوكا ولكن مزيانة,neutre
البيسي ماشي مزيان توبة نعاود نشري,negatif
lproduit machi mazwinch chira2 mzyan,positif
التوصيل غزال تستاهل كل خير,positif
lkhidma bnin chira2 mzyan,positif
service khaib tellement ma3awdch,negatif
had lmahal parfait walakin makanich,neutre
had l'app khaser madiwch 3lih,negatif
السروال كايتبلوكا ولكن ما كاينش بحالو,neutre
had pc machi original walakin pour le prix ca va,neutre
المحل خاسرة ولكن زوينة,neutre
هاد المنتج ناجح بزااف,positif
هاد التليفون غالي بزاف ما تشريوهش,negatif
هاد المنتج غزال ولكن ثقيل,neutre
الطوموبيل ما كاينش بحالو و نقي,positif
الماكينة واعر و بنينة,positif
had tilifoun makanich bzaf 3iyane bzaf,negatif
هاد المنتج بطل غير شريوه,positif
هاد السلعة عجباتني ولكن عيان,neutre
هاد التطبيق نقي خودوه وانتوما هانيين,positif
lhwayj machi na9s chira2 mzyan,positif
casque khedam mzyan merci bzaf,positif
الحوايج كناصح بيه خودوه وانتوما هانيين,positif
هاد التليفون ما كاينش بحالو عجبني بزاف,positif
service bnin 3jebni bzaf,positif
had pc bnin chira2 mzyan,positif
هاد الماكلة موسخة ضياع الوقت والفلوس,negatif
الحوايج عيانة بزااف,negatif
had sbat khaser bzaaf,negatif
lkhidma sans plus bzaf,neutre
خسارة الفلوس السيارة خاسرة,negatif
chira2 mzyan lhwayj 3jbni,positif
الحوايج ماشي عجبني ندمت عليه,negatif
البيسي ندمت عليه كاعma,negatif
dacia sans plus,neutre
ecouteurs khedam mzn walakin khasra,neutre
lkhidma machi sria3 walakin fait le job,neutre
nssa7 bih lkhidma mzyan,positif
هاد السلعة زوينة و غزالة,positif
السروال ماشي زوين ولكن كيقضي الغرض وصافي,neutre
hwayj horrible 3iyane bzaf,negatif
had tomobil 3adia ga3ma,neutre
had lmahal ordinaire ga3,neutre
الله يعطيك الصحة هاد السلعة ناجح,positif
pc machi fchel nssa7 bih,positif
had tilifoun ghalia bzaf jamais de la vie,negatif
التليفون ناقص بزااف,negatif
السروال خدام مزيان و غزال,positif
الطوموبيل مزيان عجبني بزاف,positif
tilifoun khaser chwiya,negatif
السيارة ماشي طوب ماتضيعوش فلوسكم فيه,negatif
t-shirt mousali bzaff ghir chriwh,positif
هاد المحل حامض ديما,negatif
had l'article kay9di lghard chwiya,neutre
هاد المحل ما عجبنيش ولكن خدام مزيان,neutre
التليفون واعرة غير شوية شكرا بزاف,positif
chira2 mzyan had l'app bnin,positif
هاد المحل فشل شوية توبة نعاود نشري,negatif
التوصيل ما مزيانش ضياع الوقت والفلوس,negatif
had lmahal wa3er bezzaf 3jebni bzaf,positif
lhwayj 3ayan chwiya,negatif
السيارة غزال و نقي,positif
هاد المنتج ماخدامش بزااف ماتضيعوش فلوسكم فيه,negatif
had ssiara makhedamach ga3 madiwch 3lih,negatif
المنتج نقي بزاف بزاف,positif
الحوايج عادي ما بيهش,neutre
هاد السلعة عجبني عجبني بزاف,positif
الخدمة واعرة كنصح بيه,positif
top bzaf srioual mezian,positif
المحل عادي على قد الجيب,neutre
هاد التطبيق خدام مزيان ولكن ثقيلة,neutre
التوصيل ماشي khayb كيقضي الغرض وصافي,neutre
ecouteurs mlih walakin degoutant,neutre
had lproduit 3ayana bzaff jamais de la vie,negatif
الطوموبيل خاسرة ندمت عليه,negatif
hadchi machi mzyana walakin 3adi machi chi haja,neutre
ma3awdch had tomobil ghalia bzaf,negatif
المحل خاسر خسارة الفلوس,negatif
tilifoun makaynach bhalha 3jebni bzaf,positif
ما كايستاهلش الكاسك ما زوينش,negatif
هاد التليفون ماشي khayb شويية,neutre
هاد السلعة مزيانة شويية,positif
هاد السلعة بنين كاعma شكرا بزاف,positif
هاد المنتج عيان ولكن واعر,neutre
شكرا بزاف هاد المحل غزالة,positif
الخدمة خدام مزيان ولكن كايتبلوكا,neutre
matkhasrouch flousscom lhwayj d3if,negatif
had l'article pas exceptionnel vraiment,neutre
ما كايستاهلش البيسي ضعيفة,negatif
lproduit acceptable pour le prix ca va,neutre
التليفون متوسطة كاع,neutre
ماتضيعوش فلوسكم فيه الماكينة فشل,negatif
الكاسك واعر و خدام مزيان,positif
